unit_id,model_id,serial_number,label_code,condition_grade,condition_notes,shipment_id,arrival_date,cost_allocated,location_id,status,reserved_until,reserved_for_customer_id,created_at,updated_at
U-000137,M-0018,SN-M-0018-1MKWX2,LBL-1MKWX2,B,Leves marcas estéticas,S-0002,2025-09-30,"78,06",L-0002,AVAILABLE,,,2025-09-30 10:53,2025-09-30 10:09
U-000138,M-0018,SN-M-0018-VLP5NY,LBL-VLP5NY,B,Leves marcas estéticas,S-0002,2025-09-30,"78,85",L-0001,SOLD,,,2025-09-30 10:44,2025-11-27 12:11
U-000139,M-0018,SN-M-0018-LJF712,LBL-LJF712,A,Perfecto / muy leve,S-0002,2025-09-30,"56,34",L-0005,IN_REVIEW,,,2025-09-30 10:09,2025-09-30 10:17
U-000140,M-0018,SN-M-0018-92T1RT,LBL-92T1RT,B,Leves marcas estéticas,S-0002,2025-09-30,"66,6",L-0004,AVAILABLE,,,2025-09-30 10:59,2025-09-30 10:14
U-000141,M-0022,SN-M-0022-COZ7VA,LBL-COZ7VA,A,Perfecto / muy leve,S-0002,2025-09-30,"228,6",L-0001,SOLD,,,2025-09-30 10:49,2025-11-24 12:51
U-000142,M-0022,SN-M-0022-IU65SR,LBL-IU65SR,B,Leves marcas estéticas,S-0002,2025-09-30,"193,53",L-0002,AVAILABLE,,,2025-09-30 10:51,2025-09-30 10:44
U-000143,M-0022,SN-M-0022-KUM24I,LBL-KUM24I,C,Tara visible / revisar,S-0002,2025-09-30,"190,3",L-0002,RESERVED,2026-01-16,C-0001,2025-09-30 10:40,2025-11-22 16:56
U-000144,M-0022,SN-M-0022-2FVMSA,LBL-2FVMSA,A,Perfecto / muy leve,S-0002,2025-09-30,"273,49",L-0001,SOLD,,,2025-09-30 10:37,2025-12-05 12:34
U-000145,M-0022,SN-M-0022-H7KDQV,LBL-H7KDQV,B,Leves marcas estéticas,S-0002,2025-09-30,"187,71",L-0005,IN_REVIEW,,,2025-09-30 10:12,2025-09-30 10:11
U-000146,M-0022,SN-M-0022-NABNZR,LBL-NABNZR,B,Leves marcas estéticas,S-0002,2025-09-30,"263,95",L-0001,SOLD,,,2025-09-30 10:25,2025-10-20 12:46
U-000147,M-0022,SN-M-0022-E8JUX8,LBL-E8JUX8,B,Leves marcas estéticas,S-0002,2025-09-30,"213,88",L-0002,AVAILABLE,,,2025-09-30 10:23,2025-09-30 10:15
U-000148,M-0022,SN-M-0022-9HBJM6,LBL-9HBJM6,C,Tara visible / revisar,S-0002,2025-09-30,"219,47",L-0001,SOLD,,,2025-09-30 10:45,2025-11-27 12:44
U-000149,M-0022,SN-M-0022-X9CF17,LBL-X9CF17,B,Leves marcas estéticas,S-0002,2025-09-30,"204,47",L-0004,AVAILABLE,,,2025-09-30 10:06,2025-09-30 10:30
U-000150,M-0022,SN-M-0022-LJERGI,LBL-LJERGI,A,Perfecto / muy leve,S-0002,2025-09-30,"242,28",L-0001,SOLD,,,2025-09-30 10:58,2025-10-25 12:16
U-000151,M-0003,SN-M-0003-7H755F,LBL-7H755F,B,Leves marcas estéticas,S-0002,2025-09-30,"91,98",L-0005,IN_REVIEW,,,2025-09-30 10:40,2025-09-30 10:04
U-000152,M-0003,SN-M-0003-QM3RWF,LBL-QM3RWF,A,Perfecto / muy leve,S-0002,2025-09-30,"89,97",L-0004,AVAILABLE,,,2025-09-30 10:56,2025-09-30 10:09
U-000153,M-0003,SN-M-0003-PFPIAU,LBL-PFPIAU,A,Perfecto / muy leve,S-0002,2025-09-30,"127,2",L-0002,AVAILABLE,,,2025-09-30 10:20,2025-09-30 10:29
U-000154,M-0003,SN-M-0003-6E9C6Y,LBL-6E9C6Y,A,Perfecto / muy leve,S-0002,2025-09-30,"110,93",L-0001,SOLD,,,2025-09-30 10:48,2025-10-03 12:59
U-000155,M-0023,SN-M-0023-997DK6,LBL-997DK6,A,Perfecto / muy leve,S-0002,2025-09-30,"138,19",L-0004,AVAILABLE,,,2025-09-30 10:01,2025-09-30 10:28
U-000156,M-0023,SN-M-0023-3MFA3S,LBL-3MFA3S,A,Perfecto / muy leve,S-0002,2025-09-30,"121,94",L-0005,IN_REVIEW,,,2025-09-30 10:17,2025-09-30 10:36
U-000157,M-0023,SN-M-0023-G4SIGV,LBL-G4SIGV,B,Leves marcas estéticas,S-0002,2025-09-30,"147,27",L-0001,SOLD,,,2025-09-30 10:11,2025-11-18 12:33
U-000158,M-0023,SN-M-0023-EYWGLA,LBL-EYWGLA,B,Leves marcas estéticas,S-0002,2025-09-30,"126,64",L-0005,IN_REVIEW,,,2025-09-30 10:33,2025-09-30 10:51
U-000159,M-0023,SN-M-0023-MKX8DO,LBL-MKX8DO,B,Leves marcas estéticas,S-0002,2025-09-30,"105,09",L-0001,SOLD,,,2025-09-30 10:11,2025-11-27 12:19
U-000160,M-0023,SN-M-0023-3NFNVA,LBL-3NFNVA,B,Leves marcas estéticas,S-0002,2025-09-30,"122,52",L-0001,SOLD,,,2025-09-30 10:22,2025-11-04 12:12
U-000161,M-0023,SN-M-0023-I3625U,LBL-I3625U,C,Tara visible / revisar,S-0002,2025-09-30,"96,83",L-0004,AVAILABLE,,,2025-09-30 10:31,2025-09-30 10:28
U-000162,M-0023,SN-M-0023-STTA8I,LBL-STTA8I,A,Perfecto / muy leve,S-0002,2025-09-30,"103,38",L-0002,AVAILABLE,,,2025-09-30 10:01,2025-09-30 10:06
U-000163,M-0023,SN-M-0023-70J4WQ,LBL-70J4WQ,A,Perfecto / muy leve,S-0002,2025-09-30,"122,44",L-0001,SOLD,,,2025-09-30 10:45,2025-11-05 12:46
U-000164,M-0023,SN-M-0023-BERSKE,LBL-BERSKE,B,Leves marcas estéticas,S-0002,2025-09-30,"105,29",L-0005,IN_REVIEW,,,2025-09-30 10:09,2025-11-25 16:45
U-000165,M-0023,SN-M-0023-U0F37N,LBL-U0F37N,B,Leves marcas estéticas,S-0002,2025-09-30,"144,51",L-0003,AVAILABLE,,,2025-09-30 10:03,2025-09-30 10:49
U-000166,M-0023,SN-M-0023-NO4Z4U,LBL-NO4Z4U,C,Tara visible / revisar,S-0002,2025-09-30,"98,21",L-0001,SOLD,,,2025-09-30 10:03,2025-12-08 12:18
U-000167,M-0023,SN-M-0023-S87IPW,LBL-S87IPW,A,Perfecto / muy leve,S-0002,2025-09-30,"127,27",L-0003,RESERVED,2026-01-16,C-0004,2025-09-30 10:12,2025-09-30 10:32
U-000168,M-0013,SN-M-0013-F817W3,LBL-F817W3,C,Tara visible / revisar,S-0002,2025-09-30,"133,92",L-0004,AVAILABLE,,,2025-09-30 10:39,2025-09-30 10:17
U-000169,M-0013,SN-M-0013-7WW3BD,LBL-7WW3BD,A,Perfecto / muy leve,S-0002,2025-09-30,"105,47",L-0002,AVAILABLE,,,2025-09-30 10:18,2025-09-30 10:07
U-000170,M-0013,SN-M-0013-KXEV8S,LBL-KXEV8S,A,Perfecto / muy leve,S-0002,2025-09-30,"132,54",L-0001,SOLD,,,2025-09-30 10:28,2025-10-30 12:00
U-000171,M-0004,SN-M-0004-6UJ00K,LBL-6UJ00K,B,Leves marcas estéticas,S-0002,2025-09-30,"63,08",L-0001,SOLD,,,2025-09-30 10:12,2025-10-01 12:39
U-000172,M-0004,SN-M-0004-ZQTWQL,LBL-ZQTWQL,A,Perfecto / muy leve,S-0002,2025-09-30,"50,87",L-0001,SOLD,,,2025-09-30 10:37,2025-12-04 12:59
U-000173,M-0004,SN-M-0004-AM5IUR,LBL-AM5IUR,A,Perfecto / muy leve,S-0002,2025-09-30,"70,63",L-0001,SOLD,,,2025-09-30 10:10,2025-10-04 12:28
U-000174,M-0004,SN-M-0004-C5PCNP,LBL-C5PCNP,B,Leves marcas estéticas,S-0002,2025-09-30,"47,97",L-0004,AVAILABLE,,,2025-09-30 10:47,2025-09-30 10:59
U-000175,M-0004,SN-M-0004-FMMYW4,LBL-FMMYW4,B,Leves marcas estéticas,S-0002,2025-09-30,"58,51",L-0004,AVAILABLE,,,2025-09-30 10:59,2025-09-30 10:48
U-000176,M-0004,SN-M-0004-9JWWZO,LBL-9JWWZO,A,Perfecto / muy leve,S-0002,2025-09-30,"55,74",L-0001,SOLD,,,2025-09-30 10:31,2025-11-25 12:00
U-000177,M-0004,SN-M-0004-8UP25V,LBL-8UP25V,A,Perfecto / muy leve,S-0002,2025-09-30,"56,82",L-0004,AVAILABLE,,,2025-09-30 10:22,2025-09-30 10:18
U-000178,M-0013,SN-M-0013-KT2PNI,LBL-KT2PNI,B,Leves marcas estéticas,S-0003,2025-10-07,"124,39",L-0005,IN_REVIEW,,,2025-10-07 10:53,2025-10-07 10:15
U-000179,M-0013,SN-M-0013-8HP6AB,LBL-8HP6AB,B,Leves marcas estéticas,S-0003,2025-10-07,"134,39",L-0001,SOLD,,,2025-10-07 10:34,2025-10-26 12:17
U-000180,M-0013,SN-M-0013-9SSYOM,LBL-9SSYOM,B,Leves marcas estéticas,S-0003,2025-10-07,"125,65",L-0001,SOLD,,,2025-10-07 10:04,2025-12-07 12:51
U-000181,M-0013,SN-M-0013-IOSX7F,LBL-IOSX7F,A,Perfecto / muy leve,S-0003,2025-10-07,"129,84",L-0005,IN_REVIEW,,,2025-10-07 10:57,2025-12-22 16:46
U-000182,M-0013,SN-M-0013-MT3GL9,LBL-MT3GL9,B,Leves marcas estéticas,S-0003,2025-10-07,"135,3",L-0003,RESERVED,2026-01-17,C-0001,2025-10-07 10:44,2025-10-07 10:21
U-000183,M-0013,SN-M-0013-395PFK,LBL-395PFK,B,Leves marcas estéticas,S-0003,2025-10-07,"134,84",L-0002,AVAILABLE,,,2025-10-07 10:03,2025-10-07 10:40
U-000184,M-0013,SN-M-0013-UDUW0Y,LBL-UDUW0Y,A,Perfecto / muy leve,S-0003,2025-10-07,"104,82",L-0004,AVAILABLE,,,2025-10-07 10:00,2025-10-07 10:58
U-000185,M-0013,SN-M-0013-K4VYHR,LBL-K4VYHR,B,Leves marcas estéticas,S-0003,2025-10-07,"120,56",L-0001,SOLD,,,2025-10-07 10:32,2025-10-10 12:22
U-000186,M-0013,SN-M-0013-UOEF1D,LBL-UOEF1D,A,Perfecto / muy leve,S-0003,2025-10-07,"114,85",L-0002,AVAILABLE,,,2025-10-07 10:39,2025-11-27 16:51
U-000187,M-0013,SN-M-0013-3CA1LZ,LBL-3CA1LZ,A,Perfecto / muy leve,S-0003,2025-10-07,"114,78",L-0002,AVAILABLE,,,2025-10-07 10:54,2025-10-07 10:57
U-000188,M-0013,SN-M-0013-8CGWAH,LBL-8CGWAH,A,Perfecto / muy leve,S-0003,2025-10-07,"150,34",L-0001,SOLD,,,2025-10-07 10:39,2025-10-29 12:30
U-000189,M-0013,SN-M-0013-IB74L6,LBL-IB74L6,B,Leves marcas estéticas,S-0003,2025-10-07,"122,81",L-0001,SOLD,,,2025-10-07 10:04,2025-12-02 12:01
U-000190,M-0013,SN-M-0013-YYVOOZ,LBL-YYVOOZ,A,Perfecto / muy leve,S-0003,2025-10-07,"156,57",L-0001,SOLD,,,2025-10-07 10:22,2025-12-08 12:20
U-000191,M-0013,SN-M-0013-G8KUET,LBL-G8KUET,A,Perfecto / muy leve,S-0003,2025-10-07,"128,76",L-0002,AVAILABLE,,,2025-10-07 10:27,2025-10-07 10:52
U-000192,M-0017,SN-M-0017-IGKIBX,LBL-IGKIBX,A,Perfecto / muy leve,S-0003,2025-10-07,"87,29",L-0001,SOLD,,,2025-10-07 10:12,2025-12-11 12:05
U-000193,M-0017,SN-M-0017-T2TQ2I,LBL-T2TQ2I,A,Perfecto / muy leve,S-0003,2025-10-07,"90,06",L-0001,SOLD,,,2025-10-07 10:37,2025-10-19 12:20
U-000194,M-0017,SN-M-0017-KRH4Y7,LBL-KRH4Y7,C,Tara visible / revisar,S-0003,2025-10-07,"91,33",L-0001,SOLD,,,2025-10-07 10:34,2025-12-05 12:52
U-000195,M-0017,SN-M-0017-OSE1YD,LBL-OSE1YD,C,Tara visible / revisar,S-0003,2025-10-07,"96,78",L-0001,SOLD,,,2025-10-07 10:42,2025-11-06 12:20
U-000196,M-0017,SN-M-0017-ULODG4,LBL-ULODG4,A,Perfecto / muy leve,S-0003,2025-10-07,"110,5",L-0001,SOLD,,,2025-10-07 10:58,2025-10-22 12:20
U-000197,M-0017,SN-M-0017-21GZDK,LBL-21GZDK,B,Leves marcas estéticas,S-0003,2025-10-07,"98,42",L-0001,SOLD,,,2025-10-07 10:49,2025-11-10 12:30
U-000198,M-0017,SN-M-0017-55EJBY,LBL-55EJBY,B,Leves marcas estéticas,S-0003,2025-10-07,"96,25",L-0001,SOLD,,,2025-10-07 10:45,2025-10-15 12:31
U-000199,M-0017,SN-M-0017-Q9O6DK,LBL-Q9O6DK,A,Perfecto / muy leve,S-0003,2025-10-07,"108,04",L-0001,SOLD,,,2025-10-07 10:02,2025-12-09 12:57
U-000200,M-0017,SN-M-0017-BFHKNB,LBL-BFHKNB,A,Perfecto / muy leve,S-0003,2025-10-07,"109,38",L-0001,SOLD,,,2025-10-07 10:36,2025-10-20 12:21
U-000201,M-0017,SN-M-0017-ZJPYMA,LBL-ZJPYMA,B,Leves marcas estéticas,S-0003,2025-10-07,"115,71",L-0002,AVAILABLE,,,2025-10-07 10:56,2025-10-07 10:54
U-000202,M-0017,SN-M-0017-VZ9YBL,LBL-VZ9YBL,B,Leves marcas estéticas,S-0003,2025-10-07,"95,98",L-0005,IN_REVIEW,,,2025-10-07 10:44,2025-10-07 10:47
U-000203,M-0017,SN-M-0017-O03KD8,LBL-O03KD8,B,Leves marcas estéticas,S-0003,2025-10-07,"122,75",L-0001,SOLD,,,2025-10-07 10:44,2025-11-15 12:42
U-000204,M-0018,SN-M-0018-BZPS7E,LBL-BZPS7E,B,Leves marcas estéticas,S-0003,2025-10-07,"53,45",L-0002,AVAILABLE,,,2025-10-07 10:16,2025-11-12 16:18
U-000205,M-0018,SN-M-0018-T8WTIC,LBL-T8WTIC,A,Perfecto / muy leve,S-0003,2025-10-07,"64,42",L-0003,AVAILABLE,,,2025-10-07 10:08,2025-10-07 10:08
U-000206,M-0018,SN-M-0018-YRRZAY,LBL-YRRZAY,A,Perfecto / muy leve,S-0003,2025-10-07,"71,25",L-0002,AVAILABLE,,,2025-10-07 10:56,2025-10-07 10:45
U-000207,M-0018,SN-M-0018-FUM3T1,LBL-FUM3T1,A,Perfecto / muy leve,S-0003,2025-10-07,"72,01",L-0003,AVAILABLE,,,2025-10-07 10:53,2025-10-07 10:49
U-000208,M-0018,SN-M-0018-OHYARB,LBL-OHYARB,C,Tara visible / revisar,S-0003,2025-10-07,"52,03",L-0001,SOLD,,,2025-10-07 10:28,2025-10-15 12:21
U-000209,M-0018,SN-M-0018-FQUKUB,LBL-FQUKUB,B,Leves marcas estéticas,S-0003,2025-10-07,"81,35",L-0004,AVAILABLE,,,2025-10-07 10:45,2025-10-07 10:21
U-000210,M-0018,SN-M-0018-9UDRPG,LBL-9UDRPG,B,Leves marcas estéticas,S-0003,2025-10-07,"52,4",L-0005,IN_REVIEW,,,2025-10-07 10:18,2025-10-07 10:40
U-000211,M-0018,SN-M-0018-W0ZXC0,LBL-W0ZXC0,A,Perfecto / muy leve,S-0003,2025-10-07,"63,93",L-0001,SOLD,,,2025-10-07 10:11,2025-11-16 12:05
U-000212,M-0018,SN-M-0018-S6YDZL,LBL-S6YDZL,B,Leves marcas estéticas,S-0003,2025-10-07,"63,46",L-0003,AVAILABLE,,,2025-10-07 10:20,2025-10-07 10:14
U-000213,M-0018,SN-M-0018-NTN3IB,LBL-NTN3IB,B,Leves marcas estéticas,S-0003,2025-10-07,"70,87",L-0001,SOLD,,,2025-10-07 10:25,2025-11-15 12:59
U-000214,M-0018,SN-M-0018-BHP09V,LBL-BHP09V,B,Leves marcas estéticas,S-0003,2025-10-07,"56,38",L-0002,AVAILABLE,,,2025-10-07 10:28,2025-10-07 10:40
U-000215,M-0018,SN-M-0018-8DBPG0,LBL-8DBPG0,A,Perfecto / muy leve,S-0003,2025-10-07,"77,21",L-0005,IN_REVIEW,,,2025-10-07 10:27,2025-10-07 10:09
U-000216,M-0018,SN-M-0018-KXSPMP,LBL-KXSPMP,B,Leves marcas estéticas,S-0003,2025-10-07,"76,77",L-0005,IN_REVIEW,,,2025-10-07 10:24,2025-10-07 10:18
U-000217,M-0018,SN-M-0018-A2YUQT,LBL-A2YUQT,B,Leves marcas estéticas,S-0003,2025-10-07,"64,92",L-0004,AVAILABLE,,,2025-10-07 10:55,2025-10-07 10:09
U-000218,M-0018,SN-M-0018-98W3CY,LBL-98W3CY,B,Leves marcas estéticas,S-0003,2025-10-07,61,L-0001,SOLD,,,2025-10-07 10:30,2025-11-11 12:38
U-000219,M-0020,SN-M-0020-5TW4I0,LBL-5TW4I0,B,Leves marcas estéticas,S-0003,2025-10-07,"94,47",L-0004,RESERVED,2026-01-17,C-0004,2025-10-07 10:37,2025-10-07 10:26
U-000220,M-0020,SN-M-0020-MIPJI8,LBL-MIPJI8,A,Perfecto / muy leve,S-0003,2025-10-07,"124,49",L-0003,AVAILABLE,,,2025-10-07 10:41,2025-10-07 10:06
U-000221,M-0020,SN-M-0020-GYZIQT,LBL-GYZIQT,B,Leves marcas estéticas,S-0003,2025-10-07,"123,78",L-0001,SOLD,,,2025-10-07 10:05,2025-10-23 12:31
U-000222,M-0020,SN-M-0020-OCP5TZ,LBL-OCP5TZ,B,Leves marcas estéticas,S-0003,2025-10-07,"92,86",L-0005,IN_REVIEW,,,2025-10-07 10:32,2025-10-07 10:06
U-000223,M-0020,SN-M-0020-QYT8GR,LBL-QYT8GR,A,Perfecto / muy leve,S-0003,2025-10-07,"105,74",L-0001,SOLD,,,2025-10-07 10:15,2025-10-08 12:16
U-000224,M-0020,SN-M-0020-NAVHKZ,LBL-NAVHKZ,B,Leves marcas estéticas,S-0003,2025-10-07,"131,4",L-0002,AVAILABLE,,,2025-10-07 10:36,2025-10-07 10:07
U-000225,M-0020,SN-M-0020-75G0M1,LBL-75G0M1,B,Leves marcas estéticas,S-0003,2025-10-07,"128,27",L-0001,SOLD,,,2025-10-07 10:32,2025-10-09 12:47
U-000226,M-0030,SN-M-0030-R3MMLV,LBL-R3MMLV,A,Perfecto / muy leve,S-0003,2025-10-07,"159,08",L-0003,AVAILABLE,,,2025-10-07 10:12,2025-10-07 10:44
U-000227,M-0030,SN-M-0030-Q4UEAD,LBL-Q4UEAD,B,Leves marcas estéticas,S-0003,2025-10-07,"115,73",L-0001,SOLD,,,2025-10-07 10:55,2025-11-05 12:05
U-000228,M-0030,SN-M-0030-Y4VJ91,LBL-Y4VJ91,A,Perfecto / muy leve,S-0003,2025-10-07,"131,21",L-0001,SOLD,,,2025-10-07 10:31,2025-12-14 12:28
U-000229,M-0030,SN-M-0030-RB4CWX,LBL-RB4CWX,B,Leves marcas estéticas,S-0003,2025-10-07,"155,06",L-0001,SOLD,,,2025-10-07 10:54,2025-12-09 12:25
U-000230,M-0030,SN-M-0030-O5VCLH,LBL-O5VCLH,C,Tara visible / revisar,S-0003,2025-10-07,"118,9",L-0002,AVAILABLE,,,2025-10-07 10:52,2025-10-07 10:23
U-000231,M-0030,SN-M-0030-0LQ7LM,LBL-0LQ7LM,B,Leves marcas estéticas,S-0003,2025-10-07,"118,2",L-0001,SOLD,,,2025-10-07 10:02,2025-11-08 12:22
U-000232,M-0030,SN-M-0030-FYJJSJ,LBL-FYJJSJ,B,Leves marcas estéticas,S-0003,2025-10-07,"136,23",L-0005,IN_REVIEW,,,2025-10-07 10:02,2025-10-07 10:58
U-000233,M-0030,SN-M-0030-U151WW,LBL-U151WW,A,Perfecto / muy leve,S-0003,2025-10-07,"121,49",L-0002,AVAILABLE,,,2025-10-07 10:43,2025-10-07 10:04
U-000234,M-0030,SN-M-0030-K10SWM,LBL-K10SWM,B,Leves marcas estéticas,S-0003,2025-10-07,"128,93",L-0001,SOLD,,,2025-10-07 10:42,2025-12-13 12:15
U-000235,M-0030,SN-M-0030-52S639,LBL-52S639,A,Perfecto / muy leve,S-0003,2025-10-07,"116,93",L-0001,SOLD,,,2025-10-07 10:29,2025-11-10 12:56
U-000236,M-0030,SN-M-0030-QUKGCK,LBL-QUKGCK,A,Perfecto / muy leve,S-0003,2025-10-07,"148,1",L-0003,AVAILABLE,,,2025-10-07 10:04,2025-10-07 10:58
U-000237,M-0021,SN-M-0021-7VKMQ8,LBL-7VKMQ8,B,Leves marcas estéticas,S-0003,2025-10-07,"83,53",L-0001,SOLD,,,2025-10-07 10:20,2025-10-30 12:00
U-000238,M-0021,SN-M-0021-G6T1WI,LBL-G6T1WI,A,Perfecto / muy leve,S-0003,2025-10-07,"60,76",L-0001,SOLD,,,2025-10-07 10:18,2025-10-10 12:14
U-000239,M-0021,SN-M-0021-SDICEB,LBL-SDICEB,A,Perfecto / muy leve,S-0003,2025-10-07,"86,74",L-0001,SOLD,,,2025-10-07 10:08,2025-11-21 12:41
U-000240,M-0021,SN-M-0021-GT5X7H,LBL-GT5X7H,A,Perfecto / muy leve,S-0003,2025-10-07,"84,48",L-0001,SOLD,,,2025-10-07 10:39,2025-11-21 12:00
U-000241,M-0021,SN-M-0021-2G52DW,LBL-2G52DW,B,Leves marcas estéticas,S-0003,2025-10-07,"92,54",L-0001,SOLD,,,2025-10-07 10:55,2025-11-18 12:24
U-000242,M-0021,SN-M-0021-ALXLOZ,LBL-ALXLOZ,B,Leves marcas estéticas,S-0003,2025-10-07,"64,45",L-0002,AVAILABLE,,,2025-10-07 10:09,2025-10-07 10:33
U-000243,M-0021,SN-M-0021-1D3PTV,LBL-1D3PTV,B,Leves marcas estéticas,S-0003,2025-10-07,"81,37",L-0001,SOLD,,,2025-10-07 10:14,2025-10-23 12:26
U-000244,M-0011,SN-M-0011-RBXXTZ,LBL-RBXXTZ,B,Leves marcas estéticas,S-0003,2025-10-07,"147,37",L-0001,SOLD,,,2025-10-07 10:08,2025-12-04 12:49
U-000245,M-0011,SN-M-0011-ARX1N9,LBL-ARX1N9,A,Perfecto / muy leve,S-0003,2025-10-07,"174,96",L-0002,AVAILABLE,,,2025-10-07 10:39,2025-10-07 10:08
U-000246,M-0011,SN-M-0011-ETH1JV,LBL-ETH1JV,B,Leves marcas estéticas,S-0003,2025-10-07,"185,17",L-0001,SOLD,,,2025-10-07 10:33,2025-10-15 12:32
U-000247,M-0011,SN-M-0011-MZP4H6,LBL-MZP4H6,C,Tara visible / revisar,S-0003,2025-10-07,"126,91",L-0001,SOLD,,,2025-10-07 10:06,2025-10-28 12:57
U-000248,M-0011,SN-M-0011-0CXO5C,LBL-0CXO5C,B,Leves marcas estéticas,S-0003,2025-10-07,"150,76",L-0001,SOLD,,,2025-10-07 10:40,2025-10-27 12:14
U-000249,M-0011,SN-M-0011-IJJPIH,LBL-IJJPIH,B,Leves marcas estéticas,S-0003,2025-10-07,"167,01",L-0001,SOLD,,,2025-10-07 10:13,2025-11-26 12:23
U-000250,M-0011,SN-M-0011-2R718E,LBL-2R718E,A,Perfecto / muy leve,S-0003,2025-10-07,"128,32",L-0002,AVAILABLE,,,2025-10-07 10:10,2025-10-07 10:20
U-000251,M-0011,SN-M-0011-YVQU5H,LBL-YVQU5H,C,Tara visible / revisar,S-0003,2025-10-07,"125,21",L-0003,AVAILABLE,,,2025-10-07 10:11,2025-10-07 10:27
U-000252,M-0001,SN-M-0001-Y2F6EK,LBL-Y2F6EK,B,Leves marcas estéticas,S-0003,2025-10-07,"167,71",L-0003,AVAILABLE,,,2025-10-07 10:43,2025-10-07 10:25
U-000253,M-0001,SN-M-0001-DM7Z59,LBL-DM7Z59,A,Perfecto / muy leve,S-0003,2025-10-07,"158,37",L-0004,AVAILABLE,,,2025-10-07 10:00,2025-10-07 10:02
U-000254,M-0001,SN-M-0001-EVUZ0B,LBL-EVUZ0B,C,Tara visible / revisar,S-0003,2025-10-07,"123,08",L-0003,AVAILABLE,,,2025-10-07 10:08,2025-10-07 10:33
U-000255,M-0001,SN-M-0001-PGYF0S,LBL-PGYF0S,A,Perfecto / muy leve,S-0003,2025-10-07,"167,87",L-0002,AVAILABLE,,,2025-10-07 10:22,2025-10-07 10:13
U-000256,M-0001,SN-M-0001-48ICZA,LBL-48ICZA,A,Perfecto / muy leve,S-0003,2025-10-07,"216,76",L-0002,AVAILABLE,,,2025-10-07 10:26,2025-10-07 10:50
U-000257,M-0001,SN-M-0001-UNAYXT,LBL-UNAYXT,B,Leves marcas estéticas,S-0003,2025-10-07,"194,73",L-0005,IN_REVIEW,,,2025-10-07 10:45,2025-10-07 10:17
U-000258,M-0001,SN-M-0001-OLP9NN,LBL-OLP9NN,B,Leves marcas estéticas,S-0003,2025-10-07,"151,07",L-0005,IN_REVIEW,,,2025-10-07 10:15,2025-10-07 10:38
U-000259,M-0016,SN-M-0016-VNIHE4,LBL-VNIHE4,B,Leves marcas estéticas,S-0003,2025-10-07,"79,22",L-0001,SOLD,,,2025-10-07 10:35,2025-10-18 12:21
U-000260,M-0016,SN-M-0016-YPYQUR,LBL-YPYQUR,B,Leves marcas estéticas,S-0003,2025-10-07,"66,17",L-0004,AVAILABLE,,,2025-10-07 10:24,2025-10-07 10:15
U-000261,M-0016,SN-M-0016-325MC9,LBL-325MC9,A,Perfecto / muy leve,S-0003,2025-10-07,"71,81",L-0001,SOLD,,,2025-10-07 10:40,2025-11-13 12:59
U-000262,M-0016,SN-M-0016-TIWJ6R,LBL-TIWJ6R,B,Leves marcas estéticas,S-0003,2025-10-07,"67,71",L-0001,SOLD,,,2025-10-07 10:09,2025-12-13 12:42
U-000263,M-0016,SN-M-0016-7TSS3I,LBL-7TSS3I,A,Perfecto / muy leve,S-0003,2025-10-07,"76,64",L-0001,SOLD,,,2025-10-07 10:52,2025-11-14 12:30
U-000264,M-0016,SN-M-0016-65BN33,LBL-65BN33,A,Perfecto / muy leve,S-0003,2025-10-07,"56,73",L-0001,SOLD,,,2025-10-07 10:23,2025-11-23 12:34
U-000265,M-0016,SN-M-0016-XSKXJK,LBL-XSKXJK,B,Leves marcas estéticas,S-0003,2025-10-07,"55,48",L-0004,AVAILABLE,,,2025-10-07 10:51,2025-10-07 10:11
U-000266,M-0016,SN-M-0016-1FYNSI,LBL-1FYNSI,A,Perfecto / muy leve,S-0003,2025-10-07,"62,28",L-0001,SOLD,,,2025-10-07 10:35,2025-10-08 12:16
U-000267,M-0019,SN-M-0019-JJPSRD,LBL-JJPSRD,A,Perfecto / muy leve,S-0004,2025-10-14,"243,21",L-0003,AVAILABLE,,,2025-10-14 10:58,2025-10-14 10:02
U-000268,M-0019,SN-M-0019-ZNB18P,LBL-ZNB18P,B,Leves marcas estéticas,S-0004,2025-10-14,"180,21",L-0004,AVAILABLE,,,2025-10-14 10:08,2025-10-14 10:59
U-000269,M-0019,SN-M-0019-W94UCH,LBL-W94UCH,C,Tara visible / revisar,S-0004,2025-10-14,"139,68",L-0003,RESERVED,2026-01-16,C-0004,2025-10-14 10:33,2025-10-14 10:26
U-000270,M-0019,SN-M-0019-R61AVQ,LBL-R61AVQ,B,Leves marcas estéticas,S-0004,2025-10-14,"232,54",L-0002,AVAILABLE,,,2025-10-14 10:11,2025-10-26 16:36
U-000271,M-0019,SN-M-0019-COE1AI,LBL-COE1AI,A,Perfecto / muy leve,S-0004,2025-10-14,"205,79",L-0005,IN_REVIEW,,,2025-10-14 10:35,2025-10-14 10:21
U-000272,M-0019,SN-M-0019-11EHC3,LBL-11EHC3,A,Perfecto / muy leve,S-0004,2025-10-14,"165,07",L-0004,AVAILABLE,,,2025-10-14 10:29,2025-10-14 10:03
U-000273,M-0019,SN-M-0019-3HM5T0,LBL-3HM5T0,B,Leves marcas estéticas,S-0004,2025-10-14,"169,74",L-0001,SOLD,,,2025-10-14 10:55,2025-11-02 12:01
