event_id,event_time,event_type,unit_id,model_id,shipment_id,sale_id,from_status,to_status,from_location_id,to_location_id,quantity,user_id,notes
E-000389,2025-10-21 10:58,UNIT_CREATED,U-000389,M-0018,S-0005,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000390,2025-10-21 10:29,UNIT_CREATED,U-000390,M-0018,S-0005,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000391,2025-10-21 10:09,UNIT_CREATED,U-000391,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000392,2025-10-21 10:00,UNIT_CREATED,U-000392,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000393,2025-10-21 10:59,UNIT_CREATED,U-000393,M-0018,S-0005,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000394,2025-10-21 10:31,UNIT_CREATED,U-000394,M-0018,S-0005,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000395,2025-10-21 10:03,UNIT_CREATED,U-000395,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000396,2025-10-21 10:23,UNIT_CREATED,U-000396,M-0018,S-0005,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000397,2025-10-21 10:42,UNIT_CREATED,U-000397,M-0018,S-0005,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000398,2025-10-21 10:52,UNIT_CREATED,U-000398,M-0018,S-0005,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000399,2025-10-21 10:34,UNIT_CREATED,U-000399,M-0018,S-0005,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000400,2025-10-21 10:51,UNIT_CREATED,U-000400,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000401,2025-10-21 10:38,UNIT_CREATED,U-000401,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000402,2025-10-21 10:47,UNIT_CREATED,U-000402,M-0018,S-0005,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000403,2025-10-21 10:59,UNIT_CREATED,U-000403,M-0018,S-0005,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000404,2025-10-21 10:55,UNIT_CREATED,U-000404,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000405,2025-10-21 10:14,UNIT_CREATED,U-000405,M-0018,S-0005,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000406,2025-10-28 10:31,UNIT_CREATED,U-000406,M-0014,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000407,2025-10-28 10:52,UNIT_CREATED,U-000407,M-0014,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000408,2025-10-28 10:36,UNIT_CREATED,U-000408,M-0014,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000409,2025-10-28 10:17,UNIT_CREATED,U-000409,M-0014,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000410,2025-10-28 10:51,UNIT_CREATED,U-000410,M-0014,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000411,2025-10-28 10:29,UNIT_CREATED,U-000411,M-0014,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000412,2025-10-28 10:16,UNIT_CREATED,U-000412,M-0014,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000413,2025-10-28 10:03,UNIT_CREATED,U-000413,M-0006,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000414,2025-10-28 10:25,UNIT_CREATED,U-000414,M-0006,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000415,2025-10-28 10:46,UNIT_CREATED,U-000415,M-0006,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000416,2025-10-28 10:46,UNIT_CREATED,U-000416,M-0006,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000417,2025-10-28 10:30,UNIT_CREATED,U-000417,M-0006,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000418,2025-10-28 10:45,UNIT_CREATED,U-000418,M-0006,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000419,2025-10-28 10:13,UNIT_CREATED,U-000419,M-0006,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000420,2025-10-28 10:21,UNIT_CREATED,U-000420,M-0013,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000421,2025-10-28 10:56,UNIT_CREATED,U-000421,M-0013,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000422,2025-10-28 10:31,UNIT_CREATED,U-000422,M-0013,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000423,2025-10-28 10:35,UNIT_CREATED,U-000423,M-0013,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000424,2025-10-28 10:21,UNIT_CREATED,U-000424,M-0013,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000425,2025-10-28 10:20,UNIT_CREATED,U-000425,M-0013,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000426,2025-10-28 10:56,UNIT_CREATED,U-000426,M-0013,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000427,2025-10-28 10:11,UNIT_CREATED,U-000427,M-0013,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000428,2025-10-28 10:47,UNIT_CREATED,U-000428,M-0013,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000429,2025-10-28 10:07,UNIT_CREATED,U-000429,M-0013,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000430,2025-10-28 10:46,UNIT_CREATED,U-000430,M-0013,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000431,2025-10-28 10:56,UNIT_CREATED,U-000431,M-0021,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000432,2025-10-28 10:10,UNIT_CREATED,U-000432,M-0021,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000433,2025-10-28 10:06,UNIT_CREATED,U-000433,M-0021,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000434,2025-10-28 10:53,UNIT_CREATED,U-000434,M-0023,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000435,2025-10-28 10:13,UNIT_CREATED,U-000435,M-0023,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000436,2025-10-28 10:45,UNIT_CREATED,U-000436,M-0023,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000437,2025-10-28 10:57,UNIT_CREATED,U-000437,M-0023,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000438,2025-10-28 10:06,UNIT_CREATED,U-000438,M-0023,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000439,2025-10-28 10:34,UNIT_CREATED,U-000439,M-0023,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000440,2025-10-28 10:04,UNIT_CREATED,U-000440,M-0023,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000441,2025-10-28 10:05,UNIT_CREATED,U-000441,M-0023,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000442,2025-10-28 10:06,UNIT_CREATED,U-000442,M-0023,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000443,2025-10-28 10:22,UNIT_CREATED,U-000443,M-0023,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000444,2025-10-28 10:14,UNIT_CREATED,U-000444,M-0023,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000445,2025-10-28 10:21,UNIT_CREATED,U-000445,M-0023,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000446,2025-10-28 10:48,UNIT_CREATED,U-000446,M-0003,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000447,2025-10-28 10:45,UNIT_CREATED,U-000447,M-0003,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000448,2025-10-28 10:49,UNIT_CREATED,U-000448,M-0003,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000449,2025-10-28 10:22,UNIT_CREATED,U-000449,M-0003,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000450,2025-10-28 10:44,UNIT_CREATED,U-000450,M-0003,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000451,2025-10-28 10:24,UNIT_CREATED,U-000451,M-0003,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000452,2025-10-28 10:23,UNIT_CREATED,U-000452,M-0003,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000453,2025-10-28 10:15,UNIT_CREATED,U-000453,M-0003,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000454,2025-10-28 10:58,UNIT_CREATED,U-000454,M-0003,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000455,2025-10-28 10:09,UNIT_CREATED,U-000455,M-0003,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000456,2025-10-28 10:30,UNIT_CREATED,U-000456,M-0030,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000457,2025-10-28 10:14,UNIT_CREATED,U-000457,M-0030,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000458,2025-10-28 10:11,UNIT_CREATED,U-000458,M-0030,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000459,2025-10-28 10:28,UNIT_CREATED,U-000459,M-0030,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000460,2025-10-28 10:49,UNIT_CREATED,U-000460,M-0030,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000461,2025-10-28 10:16,UNIT_CREATED,U-000461,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000462,2025-10-28 10:38,UNIT_CREATED,U-000462,M-0007,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000463,2025-10-28 10:47,UNIT_CREATED,U-000463,M-0007,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000464,2025-10-28 10:09,UNIT_CREATED,U-000464,M-0007,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000465,2025-10-28 10:53,UNIT_CREATED,U-000465,M-0007,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000466,2025-10-28 10:32,UNIT_CREATED,U-000466,M-0007,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000467,2025-10-28 10:47,UNIT_CREATED,U-000467,M-0007,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000468,2025-10-28 10:35,UNIT_CREATED,U-000468,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000469,2025-10-28 10:20,UNIT_CREATED,U-000469,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000470,2025-10-28 10:45,UNIT_CREATED,U-000470,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000471,2025-10-28 10:37,UNIT_CREATED,U-000471,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000472,2025-10-28 10:22,UNIT_CREATED,U-000472,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000473,2025-10-28 10:20,UNIT_CREATED,U-000473,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000474,2025-10-28 10:26,UNIT_CREATED,U-000474,M-0007,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000475,2025-10-28 10:35,UNIT_CREATED,U-000475,M-0011,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000476,2025-10-28 10:52,UNIT_CREATED,U-000476,M-0011,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000477,2025-10-28 10:33,UNIT_CREATED,U-000477,M-0011,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000478,2025-10-28 10:10,UNIT_CREATED,U-000478,M-0011,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000479,2025-10-28 10:09,UNIT_CREATED,U-000479,M-0011,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000480,2025-10-28 10:54,UNIT_CREATED,U-000480,M-0011,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000481,2025-10-28 10:20,UNIT_CREATED,U-000481,M-0010,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000482,2025-10-28 10:51,UNIT_CREATED,U-000482,M-0010,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000483,2025-10-28 10:55,UNIT_CREATED,U-000483,M-0010,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000484,2025-10-28 10:49,UNIT_CREATED,U-000484,M-0010,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000485,2025-10-28 10:56,UNIT_CREATED,U-000485,M-0010,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000486,2025-10-28 10:05,UNIT_CREATED,U-000486,M-0010,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000487,2025-10-28 10:52,UNIT_CREATED,U-000487,M-0010,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000488,2025-10-28 10:14,UNIT_CREATED,U-000488,M-0010,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000489,2025-10-28 10:55,UNIT_CREATED,U-000489,M-0010,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000490,2025-10-28 10:47,UNIT_CREATED,U-000490,M-0010,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000491,2025-10-28 10:25,UNIT_CREATED,U-000491,M-0010,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000492,2025-10-28 10:51,UNIT_CREATED,U-000492,M-0010,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000493,2025-10-28 10:39,UNIT_CREATED,U-000493,M-0010,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000494,2025-10-28 10:32,UNIT_CREATED,U-000494,M-0022,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000495,2025-10-28 10:59,UNIT_CREATED,U-000495,M-0022,S-0006,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000496,2025-10-28 10:00,UNIT_CREATED,U-000496,M-0022,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000497,2025-10-28 10:27,UNIT_CREATED,U-000497,M-0022,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000498,2025-10-28 10:46,UNIT_CREATED,U-000498,M-0022,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000499,2025-10-28 10:14,UNIT_CREATED,U-000499,M-0017,S-0006,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000500,2025-10-28 10:23,UNIT_CREATED,U-000500,M-0017,S-0006,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000501,2025-10-28 10:30,UNIT_CREATED,U-000501,M-0017,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000502,2025-10-28 10:09,UNIT_CREATED,U-000502,M-0017,S-0006,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000503,2025-11-04 10:19,UNIT_CREATED,U-000503,M-0011,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000504,2025-11-04 10:31,UNIT_CREATED,U-000504,M-0011,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000505,2025-11-04 10:24,UNIT_CREATED,U-000505,M-0011,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000506,2025-11-04 10:52,UNIT_CREATED,U-000506,M-0011,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000507,2025-11-04 10:50,UNIT_CREATED,U-000507,M-0011,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000508,2025-11-04 10:13,UNIT_CREATED,U-000508,M-0011,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000509,2025-11-04 10:20,UNIT_CREATED,U-000509,M-0011,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000510,2025-11-04 10:09,UNIT_CREATED,U-000510,M-0011,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000511,2025-11-04 10:45,UNIT_CREATED,U-000511,M-0011,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000512,2025-11-04 10:23,UNIT_CREATED,U-000512,M-0011,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000513,2025-11-04 10:37,UNIT_CREATED,U-000513,M-0011,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000514,2025-11-04 10:23,UNIT_CREATED,U-000514,M-0011,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000515,2025-11-04 10:01,UNIT_CREATED,U-000515,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000516,2025-11-04 10:56,UNIT_CREATED,U-000516,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000517,2025-11-04 10:32,UNIT_CREATED,U-000517,M-0017,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000518,2025-11-04 10:16,UNIT_CREATED,U-000518,M-0017,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000519,2025-11-04 10:55,UNIT_CREATED,U-000519,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000520,2025-11-04 10:19,UNIT_CREATED,U-000520,M-0017,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000521,2025-11-04 10:41,UNIT_CREATED,U-000521,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000522,2025-11-04 10:34,UNIT_CREATED,U-000522,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000523,2025-11-04 10:54,UNIT_CREATED,U-000523,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000524,2025-11-04 10:29,UNIT_CREATED,U-000524,M-0017,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000525,2025-11-04 10:40,UNIT_CREATED,U-000525,M-0017,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000526,2025-11-04 10:07,UNIT_CREATED,U-000526,M-0017,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000527,2025-11-04 10:02,UNIT_CREATED,U-000527,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000528,2025-11-04 10:35,UNIT_CREATED,U-000528,M-0017,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000529,2025-11-04 10:27,UNIT_CREATED,U-000529,M-0017,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000530,2025-11-04 10:34,UNIT_CREATED,U-000530,M-0017,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000531,2025-11-04 10:12,UNIT_CREATED,U-000531,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000532,2025-11-04 10:29,UNIT_CREATED,U-000532,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000533,2025-11-04 10:48,UNIT_CREATED,U-000533,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000534,2025-11-04 10:53,UNIT_CREATED,U-000534,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000535,2025-11-04 10:18,UNIT_CREATED,U-000535,M-0020,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000536,2025-11-04 10:31,UNIT_CREATED,U-000536,M-0020,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000537,2025-11-04 10:42,UNIT_CREATED,U-000537,M-0020,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000538,2025-11-04 10:17,UNIT_CREATED,U-000538,M-0020,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000539,2025-11-04 10:41,UNIT_CREATED,U-000539,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000540,2025-11-04 10:25,UNIT_CREATED,U-000540,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000541,2025-11-04 10:01,UNIT_CREATED,U-000541,M-0020,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000542,2025-11-04 10:39,UNIT_CREATED,U-000542,M-0020,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000543,2025-11-04 10:14,UNIT_CREATED,U-000543,M-0020,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000544,2025-11-04 10:21,UNIT_CREATED,U-000544,M-0008,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000545,2025-11-04 10:32,UNIT_CREATED,U-000545,M-0008,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000546,2025-11-04 10:16,UNIT_CREATED,U-000546,M-0008,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000547,2025-11-04 10:27,UNIT_CREATED,U-000547,M-0008,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000548,2025-11-04 10:41,UNIT_CREATED,U-000548,M-0008,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000549,2025-11-04 10:01,UNIT_CREATED,U-000549,M-0008,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000550,2025-11-04 10:40,UNIT_CREATED,U-000550,M-0030,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000551,2025-11-04 10:53,UNIT_CREATED,U-000551,M-0030,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000552,2025-11-04 10:13,UNIT_CREATED,U-000552,M-0030,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000553,2025-11-04 10:59,UNIT_CREATED,U-000553,M-0030,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000554,2025-11-04 10:45,UNIT_CREATED,U-000554,M-0030,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000555,2025-11-04 10:07,UNIT_CREATED,U-000555,M-0030,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000556,2025-11-04 10:04,UNIT_CREATED,U-000556,M-0030,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000557,2025-11-04 10:21,UNIT_CREATED,U-000557,M-0030,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000558,2025-11-04 10:03,UNIT_CREATED,U-000558,M-0003,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000559,2025-11-04 10:13,UNIT_CREATED,U-000559,M-0003,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000560,2025-11-04 10:56,UNIT_CREATED,U-000560,M-0003,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000561,2025-11-04 10:35,UNIT_CREATED,U-000561,M-0003,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000562,2025-11-04 10:59,UNIT_CREATED,U-000562,M-0003,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000563,2025-11-04 10:49,UNIT_CREATED,U-000563,M-0003,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000564,2025-11-04 10:41,UNIT_CREATED,U-000564,M-0003,S-0007,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000565,2025-11-04 10:47,UNIT_CREATED,U-000565,M-0003,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000566,2025-11-04 10:45,UNIT_CREATED,U-000566,M-0003,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000567,2025-11-04 10:36,UNIT_CREATED,U-000567,M-0003,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000568,2025-11-04 10:11,UNIT_CREATED,U-000568,M-0003,S-0007,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000569,2025-11-04 10:33,UNIT_CREATED,U-000569,M-0003,S-0007,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000570,2025-11-04 10:09,UNIT_CREATED,U-000570,M-0005,S-0007,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
